family_key,family_title,brands,variant_count,variant_codes,variant_labels,colors,sizes,supplier_codes,gtins,min_msrp,max_msrp,image_count,source_urls
908029,ΤΣΑΝΤΑΚΙ ΜΕΣΗΣ LEGACY,POLO,4,2000|2100|2900|3000,2000|DOMINO|2900|3000,,O/S,908029-2000|908029-2100|908029-2900|908029-3000,5201927105570,15.00,15.00,4,https://www.polo.gr/bags/urban/waist-bag/el-waist-bag-2000/|https://www.polo.gr/bags/urban/waist-bag/el-waist-bag-2100/|https://www.polo.gr/bags/urban/waist-bag/el-waist-bag-2900/|https://www.polo.gr/bags/urban/waist-bag/el-waist-bag-3000/
908030,ΤΣΑΝΤΑΚΙ ΜΕΣΗΣ / ΜΗΡΟΥ TOOL,POLO,1,2000,2000,,O/S,908030-2000,5201927115913,15.40,15.40,2,https://www.polo.gr/bags/urban/waist-bag/el-waist-bag-leg-tool-2000/
908031,ΤΣΑΝΤΑΚΙ ΜΕΣΗΣ GRIP,POLO,1,2000,2000,,O/S,908031-2000,5201927115920,18.00,18.00,2,https://www.polo.gr/bags/urban/el-waist-bag-grip-2000-2/
908035,ΤΣΑΝΤΑΚΙ ΜΕΣΗΣ GRASP,POLO,1,2000,2000,,O/S,908035-2000,5201927115937,17.60,17.60,2,https://www.polo.gr/bags/urban/el-waist-bag-grasp-2000-2/
908036,ΤΣΑΝΤΑΚΙ ΜΕΣΗΣ CURIO,POLO,2,2000|7900,2000|7900,,O/S,908036-2000|908036-7900,5201927115944|5201927115951,20.00,20.00,3,https://www.polo.gr/bags/urban/waist-bag/el-waist-bag-curio-2000-2/|https://www.polo.gr/bags/urban/waist-bag/el-waist-bag-curio-7900-2/
908037,ΤΣΑΝΤΑΚΙ ΜΕΣΗΣ MIRROR,POLO,2,2100|2900,2100|2900,,O/S,908037-2100|908037-2900,5201927115968|5201927115975,13.20,13.20,2,https://www.polo.gr/bags/urban/waist-bag/el-waist-bag-mirror-2100/|https://www.polo.gr/bags/urban/waist-bag/el-waist-bag-mirror-2900/
908038,ΤΣΑΝΤΑΚΙ ΜΕΣΗΣ LISKO,POLO,1,2300,2300,,O/S,908038-2300,5201927115999,11.00,11.00,1,https://www.polo.gr/bags/urban/waist-bag/el-waist-bag-lisko-2300/
908041,ΜΠΑΝΑΝΑ KIDDO ΙΙ,POLO,4,2000|2300|3900|4500,Kiddo-II,,O/S,908041-2000|908041-2300|908041-3900|908041-4500,5201927149703|5201927149710|5201927149727|5201927149734,10.00,10.00,4,https://www.polo.gr/bags/back2school/nipiagogeiou/el-waist-bag-kiddo-ii-2000/|https://www.polo.gr/bags/back2school/nipiagogeiou/el-waist-bag-kiddo-ii-2300/|https://www.polo.gr/bags/back2school/nipiagogeiou/el-waist-bag-kiddo-ii-3900/|https://www.polo.gr/bags/back2school/nipiagogeiou/el-waist-bag-kiddo-ii-4500/
908042,ΤΣΑΝΤΑΚΙ ΜΕΣΗΣ TRAP,POLO,1,2900,DOMINO,,O/S,908042-2900,,15.40,15.40,1,https://www.polo.gr/bags/camo/el-waist-bag-trap-2900/
908091,ΤΣΑΝΤΑΚΙ ΜΕΣΗΣ / ΜΗΡΟΥ LE-GUN,POLO,1,2000,DOMINO,,O/S,908091-2000,,25.00,25.00,1,https://www.polo.gr/bags/urban/waist-bag/el-legun-waist-bag-2000/
908097,ΤΣΑΝΤΑΚΙ ΜΕΣΗΣ / ΜΗΡΟΥ NETPACK,POLO,1,2000,2000,,O/S,908097-2000,5201927111335,20.90,20.90,1,https://www.polo.gr/bags/urban/waist-bag/el-netpack-waist-bag-2000/
908098,ΤΣΑΝΤΑΚΙ ΜΕΣΗΣ SIMPLE,POLO,3,2000|2100|2900,DOMINO,,O/S,908098-2000|908098-2100|908098-2900,,12.00,12.00,3,https://www.polo.gr/bags/urban/waist-bag/el-simple-waist-bag-2000/|https://www.polo.gr/bags/urban/waist-bag/el-simple-waist-bag-2100/|https://www.polo.gr/bags/urban/waist-bag/el-simple-waist-bag-2900/
908102,ΤΣΑΝΤΑΚΙ ΜΕΣΗΣ / ΜΗΡΟΥ PITT,POLO,1,2000,2000,,O/S,908102-2000,5201927107598,17.60,17.60,2,https://www.polo.gr/bags/urban/waist-bag/el-pitt-waist-bag-2000/
908104,ΤΣΑΝΤΑΚΙ ΩΜΟΥ SHOULDER GUN,POLO,1,2000,2000,,O/S,908104-2000,5201927110703,30.80,30.80,2,https://www.polo.gr/bags/urban/el-shoulder-gun-shoulder-bag-2000/
908105,ΤΣΑΝΤΑΚΙ ΜΕΣΗΣ / ΜΗΡΟΥ SIDE GUN,POLO,1,2000,2000,,O/S,908105-2000,5201927110710,25.30,25.30,3,https://www.polo.gr/bags/urban/waist-bag/el-side-gun-waist-bag-2000/
908106,ΤΣΑΝΤΑΚΙ ΜΕΣΗΣ DOUBLE SQUARE,POLO,1,2000,2000,,O/S,908106-2000,,18.70,18.70,1,https://www.polo.gr/bags/urban/waist-bag/el-double-square-waist-bag-2000/
908108,ΤΣΑΝΤΑΚΙ ΜΕΣΗΣ OUTRIDER,POLO,3,2000|2200|3000,2000|DOMINO,,O/S,908108-2000|908108-2200|908108-3000,5201927105624,15.40,15.40,3,https://www.polo.gr/bags/urban/waist-bag/el-outrider-waist-bag-2000/|https://www.polo.gr/bags/urban/waist-bag/el-outrider-waist-bag-2200/|https://www.polo.gr/bags/urban/waist-bag/el-outrider-waist-bag-3000/
908844,ΤΣΑΝΤΑΚΙ ΜΕΣΗΣ HIKER,POLO,1,2000,2000,,O/S,908844-2000,5201927107642,20.00,20.00,1,https://www.polo.gr/bags/urban/waist-bag/el-hiker-waist-bag-2000-2/
908854,ΤΣΑΝΤΑΚΙ ΜΕΣΗΣ COLOUR SIMPLE,POLO,3,2000|2100|2900,DOMINO|2900,,O/S,908854-2000|908854-2100|908854-2900,5201927111342,14.00,14.00,3,https://www.polo.gr/bags/urban/waist-bag/el-colour-simple-waist-bag-2000/|https://www.polo.gr/bags/urban/waist-bag/el-colour-simple-waist-bag-2100/|https://www.polo.gr/bags/urban/waist-bag/el-colour-simple-waist-bag-2900/
908879,ΤΣΑΝΤΑΚΙ ΜΕΣΗΣ GUN-2,POLO,1,2000,DOMINO,,O/S,908879-2000,,26.40,26.40,1,https://www.polo.gr/bags/urban/waist-bag/el-waist-bag-gun-2000/
908880,ΤΣΑΝΤΑΚΙ ΜΕΣΗΣ SPECTRUM,POLO,1,2000,DOMINO,,O/S,908880-2000,,24.20,24.20,1,https://www.polo.gr/bags/urban/waist-bag/el-spectrum-waist-bag-2000/
909002,ΣΑΚΙΔΙΟ ΚΑΜΠΙΝΑΣ CABIN 40LT,POLO,1,2000,2000,,O/S,909002-2000,5201927122942,82.50,82.50,5,https://www.polo.gr/bags/travel/sakidia-travel/el-cabin-bag-2000/
909003,ΤΣΑΝΤΑ ΤΑΞΙΔΙΟΥ SAGA 50LT,POLO,2,2000|6600,2000|Travel,,O/S,909003-2000|909003-6600,5201927133078|5201927133061,63.80,63.80,6,https://www.polo.gr/bags/travel/travel-sac-voyage/el-saga-bag-50-lt-2000/|https://www.polo.gr/bags/travel/travel-sac-voyage/el-saga-bag-50-lt-6600/
909005,ΒΑΛΙΤΣΑ TROLLEY JET SET 40+15LT,POLO,1,2000,2000,,O/S,909005-2000,5201927133108,138.60,138.60,16,https://www.polo.gr/bags/travel/travel-trolley-bag/el-trolley-travel-jet-set-2000/
909006,ΣΑΚΙΔΙΟ ΚΑΜΠΙΝΑΣ JET 40Lt,POLO,1,2000,2000,,O/S,909006-2000,5201927133122,85.80,85.80,7,https://www.polo.gr/bags/travel/el-cabin-bag-jet-2000/
909008,ΤΣΑΝΤΑ ΤΑΞΙΔΙΟΥ ESSENCE 25LT,POLO,1,2039,2039,,O/S,909008-2039,5201927138677,39.60,39.60,3,https://www.polo.gr/bags/travel/travel-sac-voyage/el-vienna-bag-40-lt-2000-2/
909010,ΒΑΛΙΤΣΑ TROLLEY OSLO TSA 40Lt,POLO,1,2000,DOMINO,,O/S,909010-2000,,59.50,59.50,1,https://www.polo.gr/bags/travel/travel-trolley-bag/el-oslo-trolley-luggage-40lt/
909011,ΒΑΛΙΤΣΑ TROLLEY OSLO TSA 70Lt,POLO,1,2000,DOMINO,,O/S,909011-2000,,70.00,70.00,2,https://www.polo.gr/bags/travel/travel-trolley-bag/el-oslo-trolley-luggage-70lt/
909012,ΒΑΛΙΤΣΑ TROLLEY OSLO TSA 90Lt,POLO,1,2000,DOMINO,,O/S,909012-2000,,77.00,77.00,2,https://www.polo.gr/bags/travel/travel-trolley-bag/el-oslo-trolley-luggage-90lt/
909015,ΤΣΑΝΤΑ ΤΑΞΙΔΙΟΥ ELEMENT 25LT,POLO,1,2000,2000,,O/S,909015-2000,5201927138691,39.60,39.60,2,https://www.polo.gr/bags/travel/travel-sac-voyage/el-vienna-bag-40-lt-2000-3/
909016,ΒΑΛΙΤΣΑ TROLLEY CABIN FOLD 35LT,POLO,2,2000|5800,2000|5800,,O/S,909016-2000|909016-5800,5201927141776|5201927141783,55.00,55.00,17,https://www.polo.gr/bags/travel/travel-trolley-bag/el-cabin-foldabdle-35lt-2000/|https://www.polo.gr/bags/travel/travel-trolley-bag/el-cabin-foldabdle-35lt-5800/
909017,ΤΣΑΝΤΑ ΤΑΞΙΔΙΟΥ HYDRON 40LT,POLO,2,2000|2700,2000|2700,,O/S,909017-2000|909017-2700,5201927152826|5201927152833,62.30,62.30,9,https://www.polo.gr/bags/travel/travel-sac-voyage/el-hydron-40lt-2000/|https://www.polo.gr/bags/travel/travel-sac-voyage/el-hydron-40lt-2700/
909018,ΒΑΛΙΤΣΑ TROLLEY AQUOR 40LT,POLO,1,2000,DOMINO,,O/S,909018-2000,,112.90,112.90,7,https://www.polo.gr/bags/travel/travel-trolley-bag/el-aquor-40lt-2000/
909019,ΤΣΑΝΤΑ ΤΑΞΙΔΙΟΥ DUALIX 40LT,POLO,2,2000|2200,2000|2200,,O/S,909019-2000|909019-2200,5201927152888|5201927152918,51.70,51.70,4,https://www.polo.gr/bags/travel/travel-sac-voyage/el-dualix-40lt-2000/|https://www.polo.gr/bags/travel/travel-sac-voyage/el-dualix-40lt-2200/
909020,ΣΑΚΙΔΙΟ ΚΑΜΠΙΝΑΣ ASPEN 20.5-26.5Lt,POLO,2,2000|7300,2000|7300,,O/S,909020-2000|909020-7300,5201927155995|5201927156008,55.00,55.00,2,https://www.polo.gr/bags/travel/sakidia-travel/el-backpack-underseat-aspen-2000/|https://www.polo.gr/bags/travel/sakidia-travel/el-backpack-underseat-aspen-7300/
909021,ΣΑΚΙΔΙΟ ΚΑΜΠΙΝΑΣ TOURS 20.5Lt,POLO,2,2100|3300,2100|3300,,O/S,909021-2100|909021-3300,5201927155964|5201927155988,49.50,49.50,2,https://www.polo.gr/bags/travel/sakidia-travel/el-backpack-underseat-tours-2100/|https://www.polo.gr/bags/travel/sakidia-travel/el-backpack-underseat-tours-3300/
909048,ΤΣΑΝΤΑ ΤΑΞΙΔΙΟΥ VIENNA 40LT,POLO,1,2000,DOMINO,,O/S,909048-2000,,44.00,44.00,2,https://www.polo.gr/bags/travel/travel-sac-voyage/el-vienna-bag-40-lt-2000/
909049,ΤΣΑΝΤΑ ΤΑΞΙΔΙΟΥ VIENNA 60lt,POLO,1,2000,DOMINO,,O/S,909049-2000,,46.20,46.20,2,https://www.polo.gr/bags/travel/travel-sac-voyage/el-vienna-bag-60-lt-2000/
909050,ΤΣΑΝΤΑ ΤΑΞΙΔΙΟΥ DUFFEL 70LT,POLO,1,2000,DOMINO,,O/S,909050-2000,,83.60,83.60,1,https://www.polo.gr/bags/travel/travel-sac-voyage/el-duffle-bag-2000/
909053,ΒΑΛΙΤΣΑ TROLLEY OSACA 40LT,POLO,1,2000,2000,,O/S,909053-2000,5201927130220,88.00,88.00,1,https://www.polo.gr/bags/travel/travel-trolley-bag/el-osacal-trolley-40litres-2000/
909054,ΒΑΛΙΤΣΑ TROLLEY OSACA 60LT,POLO,1,2000,Osaka,,O/S,909054-2000,5201927130237,95.00,95.00,1,https://www.polo.gr/bags/travel/travel-trolley-bag/el-osacal-trolley-60litres-2000/
911001,ΣΑΚΙΔΙΟ JUNIOR FIZZ,POLO,4,8448|8449|8450|8451,Shark|Swan|Dog|Soccer,,O/S,911001-8448|911001-8449|911001-8450|911001-8451,5201927144388|5201927144395|5201927144401|5201927144418,24.00,24.00,10,https://www.polo.gr/bags/back2school/nipiagogeiou/el-backpack-junior-fizz-8448/|https://www.polo.gr/bags/back2school/nipiagogeiou/el-backpack-junior-fizz-8449/|https://www.polo.gr/bags/back2school/nipiagogeiou/el-backpack-junior-fizz-8450/|https://www.polo.gr/bags/back2school/nipiagogeiou/el-backpack-junior-fizz-8451/
911002,ΣΑΚΙΔΙΟ PIXIE,POLO,4,8452|8453|8454|8455,Fox|Dino|Turtle|Unicorn,,O/S,911002-8452|911002-8453|911002-8454|911002-8455,5201927144548|5201927144555|5201927144562|5201927144579,20.00,20.00,12,https://www.polo.gr/bags/back2school/nipiagogeiou/el-backpack-pixie-8452/|https://www.polo.gr/bags/back2school/nipiagogeiou/el-backpack-pixie-8453/|https://www.polo.gr/bags/back2school/nipiagogeiou/el-backpack-pixie-8454/|https://www.polo.gr/bags/back2school/nipiagogeiou/el-backpack-pixie-8455/
911003,ΣΑΚΙΔΙΟ LUMIRA,POLO,2,2000|3919,2000|3919,,O/S,911003-2000|911003-3919,5201927152222|5201927152239,33.00,33.00,6,https://www.polo.gr/bags/urban/women-bag/el-backpack-lumira-2000/|https://www.polo.gr/bags/urban/women-bag/el-backpack-lumira-3919/
911004,ΣΑΚΙΔΙΟ CHIQUA,POLO,3,2000|5500|7400,2000|5500|7400,,O/S,911004-2000|911004-5500|911004-7400,5201927152260|5201927152277|5201927152284,30.80,30.80,19,https://www.polo.gr/bags/urban/women-bag/el-backpack-chiqua-2000/|https://www.polo.gr/bags/urban/women-bag/el-backpack-chiqua-5500/|https://www.polo.gr/bags/urban/women-bag/el-backpack-chiqua-7400/
911005,ΣΑΚΙΔΙΟ MINI DANTELA,POLO,2,2000|3400,2000|3400,,O/S,911005-2000|911005-3400,5201927152321|5201927152338,28.60,28.60,5,https://www.polo.gr/bags/urban/women-bag/el-backpack-dantela-2000/|https://www.polo.gr/bags/urban/women-bag/el-backpack-dantela-3400/
911006,ΣΑΚΙΔΙΟ MINI FENNEC,POLO,2,2000|5200,2000|5200,,O/S,911006-2000|911006-5200,5201927152369|5201927152376,28.60,28.60,6,https://www.polo.gr/bags/urban/women-bag/el-backpack-fennec-2000/|https://www.polo.gr/bags/urban/women-bag/el-backpack-fennec-5200/
911007,ΣΑΚΙΔΙΟ MINI SEYA,POLO,2,8485|8486,8485|8486,,O/S,911007-8485|911007-8486,5201927152666|5201927152673,37.40,37.40,8,https://www.polo.gr/bags/urban/women-bag/el-backpack-mini-seya-8485/|https://www.polo.gr/bags/urban/women-bag/el-backpack-mini-seya-8486/
913005,ΥΠΝΟΣΑΚΚΟΣ WIDE DREAM,POLO,2,03|31,03|DOMINO,,O/S,913005-03|913005-31,,46.00,46.00,4,https://www.polo.gr/bags/travel/el-travel-accessories/el-sleeping-bag-wide-dream-03/|https://www.polo.gr/bags/travel/el-travel-accessories/el-sleeping-bag-wide-dream-31/
913009,ΥΠΝΟΣΑΚΚΟΣ ULTRA LIGHT,POLO,3,02|03|31,DOMINO,,O/S,913009-02|913009-03|913009-31,,37.00,37.00,3,https://www.polo.gr/bags/travel/el-travel-accessories/el-sleeping-bag-ultra-light-02/|https://www.polo.gr/bags/travel/el-travel-accessories/el-sleeping-bag-ultra-light-03/|https://www.polo.gr/bags/travel/el-travel-accessories/el-sleeping-bag-ultra-light-31/
913017,ΥΠΝΟΣΑΚΚΟΣ QUAIL.1-LIGHΤ,POLO,3,02|03|31,DOMINO,,O/S,913017-02|913017-03|913017-31,,38.00,38.00,3,https://www.polo.gr/bags/travel/el-travel-accessories/el-sleeping-bag-light-02/|https://www.polo.gr/bags/travel/el-travel-accessories/el-sleeping-bag-light-03/|https://www.polo.gr/bags/travel/el-travel-accessories/el-sleeping-bag-light-31/
913023,ΥΠΝΟΣΑΚΚΟΣ QUAIL,POLO,3,02|03|31,DOMINO,,O/S,913023-02|913023-03|913023-31,,48.00,48.00,3,https://www.polo.gr/bags/travel/el-travel-accessories/el-sleeping-bag-quail-02/|https://www.polo.gr/bags/travel/el-travel-accessories/el-sleeping-bag-quail-03/|https://www.polo.gr/bags/travel/el-travel-accessories/el-sleeping-bag-quail-31/
913028,ΠΑΠΛΩΜΑ ΚΟΥΚΕΤΑΣ,POLO,1,0000,DOMINO,,O/S,913028-0000,,40.00,40.00,1,https://www.polo.gr/bags/travel/el-travel-accessories/el-paploma-kouketas-00/
913030,ΥΠΝΟΣΑΚΚΟΣ JUNIOR,POLO,2,03|05,03|DOMINO,,O/S,913030-03|913030-05,,22.00,22.00,2,https://www.polo.gr/bags/travel/el-travel-accessories/el-sleeping-bag-junior-03/|https://www.polo.gr/bags/travel/el-travel-accessories/el-sleeping-bag-junior-05/
913520,ΥΠΟΣΤΡΩΜΑ EVA 1ΧΡ.10MM (180*50),POLO,1,0000,DOMINO,,O/S,913520-0000,,12.00,12.00,1,https://www.polo.gr/bags/travel/el-travel-accessories/el-mat-eva-1%cf%87%cf%81-10mm-18050/
913521,ΥΠΟΣΤΡΩΜΑ EVA 1ΧΡ.10MM (180*60),POLO,1,0000,DOMINO,,O/S,913521-0000,,14.00,14.00,1,https://www.polo.gr/bags/travel/el-travel-accessories/el-mat-eva-1%cf%87%cf%81-10mm-18060/
914053,ΣΚΗΝΗ POP UP-2,POLO,1,0000,DOMINO,,O/S,914053-0000,,84.00,84.00,1,https://www.polo.gr/bags/travel/el-travel-accessories/el-tent-pop-up-2/
914056,ΣΚΗΝΗ SUNNY 3 PLUS,POLO,1,0000,DOMINO,,O/S,914056-0000,,84.00,84.00,3,https://www.polo.gr/bags/travel/el-travel-accessories/el-tent-sunny-3-plus/
915002,ΔΟΧΕΙΟ ΦΑΓΗΤΟΥ S/S 1000ML,POLO,1,0000,DOMINO,,O/S,915002-0000,,19.00,19.00,1,https://www.polo.gr/bags/back2school/el-back2school-food-accessories/el-lunch-box-stainless-steel-316-304-1000-ml/
915003,ΔΟΧΕΙΟ ΦΑΓΗΤΟΥ S/S 1400ML,POLO,1,0000,DOMINO,,O/S,915003-0000,,22.00,22.00,1,https://www.polo.gr/bags/back2school/el-back2school-food-accessories/el-lunch-box-stainless-steel-316-304-1400-ml/
915004,ΔΟΧΕΙΟ ΦΑΓΗΤΟΥ TRANSPARENT CUP STAINLESS STEEL 304 / 750 ml,POLO,1,0000,DOMINO,,O/S,915004-0000,,9.00,9.00,1,https://www.polo.gr/bags/back2school/el-back2school-food-accessories/el-lunch-box-transparent-cup-750-ml/
915005,ΔΟΧΕΙΟ ΦΑΓΗΤΟΥ TRANSPARENT CUP STAINLESS STEEL 304 / 850 ml,POLO,1,0000,DOMINO,,O/S,915005-0000,,9.90,9.90,1,https://www.polo.gr/bags/back2school/el-back2school-food-accessories/el-lunch-box-transparent-cup-850-ml/
915006,ΔΟΧΕΙΟ ΦΑΓΗΤΟΥ TRANSPARENT CUP STAINLESS STEEL 304 / 1200 ml,POLO,1,0000,DOMINO,,O/S,915006-0000,,10.90,10.90,1,https://www.polo.gr/bags/back2school/el-back2school-food-accessories/el-lunch-box-transparent-cup-1200-ml/
915007,ΔΟΧΕΙΟ ΦΑΓΗΤΟΥ INOX 800ml (NI-359),POLO,2,3700|6100,DOMINO,,O/S,915007-3700|915007-6100,,10.00,10.00,4,https://www.polo.gr/bags/back2school/el-back2school-food-accessories/el-lunch-box-bowl-inox-800ml-ni-359-3700/|https://www.polo.gr/bags/back2school/el-back2school-food-accessories/el-lunch-box-bowl-inox-800ml-ni-359-6100/
915031,ΚΟΥΤΑΛΟΠΙΡΟΥΝΟ TITANIUM POLO,POLO,1,0000,DOMINO,,O/S,915031-0000,,11.60,11.60,1,https://www.polo.gr/bags/travel/el-travel-food-accessories/el-spoon-fork-titanium-polo/
917006,PINS & PATCHES,POLO,6,PATCH1|PATCH2|PATCH3|PIN1|PIN2|PIN3,DOMINO|PIN1,,O/S,917006-PATCH1|917006-PATCH2|917006-PATCH3|917006-PIN1|917006-PIN2|917006-PIN3,,5.20,5.20,7,https://www.polo.gr/bags/back2school/school-accessories/el-pins-patches-patch1/|https://www.polo.gr/bags/back2school/school-accessories/el-pins-patches-patch2/|https://www.polo.gr/bags/back2school/school-accessories/el-pins-patches-patch3/|https://www.polo.gr/bags/back2school/school-accessories/el-pins-patches-pin1/|https://www.polo.gr/bags/back2school/school-accessories/el-pins-patches-pin2/|https://www.polo.gr/bags/back2school/school-accessories/el-pins-patches-pin3/
919001,ΤΕΤΡΑΔΙΟ SPIRAL DESIGN Β5 2Θ POLO.GR,POLO,8,8420|8421|8422|8424|8425|8426|8428|8434,Unicorn|Gaming|Motor|Golden Ball|Cute Fox|Mermaid|Hacker|Fairy,,O/S,919001-8420|919001-8421|919001-8422|919001-8424|919001-8425|919001-8426|919001-8428|919001-8434,5201927150945|5201927150952|5201927150969|5201927150976|5201927150983|5201927150990|5201927151003|5201927151010,4.00,4.00,8,https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-b5-2-sub-polo-8420/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-b5-2-sub-polo-8421/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-b5-2-sub-polo-8422/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-b5-2-sub-polo-8424/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-b5-2-sub-polo-8425/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-b5-2-sub-polo-8426/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-b5-2-sub-polo-8428/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-b5-2-sub-polo-8434/
919002,ΤΕΤΡΑΔΙΟ SPIRAL DESIGN Β5 3Θ POLO.GR,POLO,8,8420|8421|8422|8424|8425|8426|8428|8434,Unicorn|Gaming|Motor|Golden Ball|Cute Fox|Mermaid|Hacker|Fairy,,O/S,919002-8420|919002-8421|919002-8422|919002-8424|919002-8425|919002-8426|919002-8428|919002-8434,5201927151034|5201927151041|5201927151058|5201927151065|5201927151072|5201927151089|5201927151096|5201927151102,4.80,4.80,8,https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-b5-3-sub-polo-8420/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-b5-3-sub-polo-8421/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-b5-3-sub-polo-8422/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-b5-3-sub-polo-8424/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-b5-3-sub-polo-8425/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-b5-3-sub-polo-8426/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-b5-3-sub-polo-8428/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-b5-3-sub-polo-8434/
919003,ΤΕΤΡΑΔΙΟ SPIRAL DESIGN A4 2Θ POLO.GR,POLO,8,8420|8421|8422|8424|8425|8426|8428|8434,Unicorn|Gaming|Motor|Golden Ball|Cute Fox|Mermaid|Hacker|Fairy,,O/S,919003-8420|919003-8421|919003-8422|919003-8424|919003-8425|919003-8426|919003-8428|919003-8434,5201927151126|5201927151133|5201927151140|5201927151157|5201927151164|5201927151171|5201927151188|5201927151195,4.70,4.70,8,https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-a4-2-sub-polo-8420/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-a4-2-sub-polo-8421/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-a4-2-sub-polo-8422/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-a4-2-sub-polo-8424/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-a4-2-sub-polo-8425/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-a4-2-sub-polo-8426/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-a4-2-sub-polo-8428/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-a4-2-sub-polo-8434/
919004,ΤΕΤΡΑΔΙΟ SPIRAL DESIGN A4 3Θ POLO.GR,POLO,8,8420|8421|8422|8424|8425|8426|8428|8434,Unicorn|Gaming|Motor|Golden Ball|Cute Fox|Mermaid|Hacker|Fairy,,O/S,919004-8420|919004-8421|919004-8422|919004-8424|919004-8425|919004-8426|919004-8428|919004-8434,5201927151218|5201927151225|5201927151232|5201927151249|5201927151256|5201927151263|5201927151270|5201927151287,6.30,6.30,8,https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-a4-3-sub-polo-8420/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-a4-3-sub-polo-8421/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-a4-3-sub-polo-8422/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-a4-3-sub-polo-8424/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-a4-3-sub-polo-8425/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-a4-3-sub-polo-8426/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-a4-3-sub-polo-8428/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-a4-3-sub-polo-8434/
919011,ΤΕΤΡΑΔΙΟ SPIRAL DESIGN A4 4Θ POLO.GR,POLO,8,8420|8421|8422|8424|8425|8426|8428|8434,DOMINO,,O/S,919011-8420|919011-8421|919011-8422|919011-8424|919011-8425|919011-8426|919011-8428|919011-8434,,7.80,7.80,8,https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-a4-4-sub-polo-8420/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-a4-4-sub-polo-8421/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-a4-4-sub-polo-8422/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-a4-4-sub-polo-8424/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-a4-4-sub-polo-8425/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-a4-4-sub-polo-8426/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-a4-4-sub-polo-8428/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-design-a4-4-sub-polo-8434/
919012,ΝΤΟΣΙΕ A4 PP POLO,POLO,6,2000|3000|3100|5000|6800|7100,DOMINO,,O/S,919012-2000|919012-3000|919012-3100|919012-5000|919012-6800|919012-7100,,4.50,4.50,6,https://www.polo.gr/bags/back2school/grafiki/el-dossier-a4-pp-polo-2000/|https://www.polo.gr/bags/back2school/grafiki/el-dossier-a4-pp-polo-3000/|https://www.polo.gr/bags/back2school/grafiki/el-dossier-a4-pp-polo-3100/|https://www.polo.gr/bags/back2school/grafiki/el-dossier-a4-pp-polo-5000/|https://www.polo.gr/bags/back2school/grafiki/el-dossier-a4-pp-polo-6800/|https://www.polo.gr/bags/back2school/grafiki/el-dossier-a4-pp-polo-7100/
